"Mænd";"0-17 år";"Personskade i alt";"Region Nordjylland";"Fodgænger";4;1;7
"Mænd";"0-17 år";"Personskade i alt";"Region Nordjylland";"Andre";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Hovedstaden";"Almindelig personbil";2;0;0
"Mænd";"0-17 år";"Dræbte";"Region Hovedstaden";"Taxi";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Hovedstaden";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Hovedstaden";"Varebil 0-3.500 kg.";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Hovedstaden";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Hovedstaden";"Bus";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Hovedstaden";"Motorcykel";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Hovedstaden";"Knallert 45";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Hovedstaden";"Knallert";0;1;0
"Mænd";"0-17 år";"Dræbte";"Region Hovedstaden";"Cykel";1;1;1
"Mænd";"0-17 år";"Dræbte";"Region Hovedstaden";"Fodgænger";0;0;1
"Mænd";"0-17 år";"Dræbte";"Region Hovedstaden";"Andre";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Sjælland";"Almindelig personbil";0;0;1
"Mænd";"0-17 år";"Dræbte";"Region Sjælland";"Taxi";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Sjælland";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Sjælland";"Varebil 0-3.500 kg.";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Sjælland";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Sjælland";"Bus";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Sjælland";"Motorcykel";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Sjælland";"Knallert 45";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Sjælland";"Knallert";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Sjælland";"Cykel";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Sjælland";"Fodgænger";0;0;1
"Mænd";"0-17 år";"Dræbte";"Region Sjælland";"Andre";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Syddanmark";"Almindelig personbil";1;0;1
"Mænd";"0-17 år";"Dræbte";"Region Syddanmark";"Taxi";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Syddanmark";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Syddanmark";"Varebil 0-3.500 kg.";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Syddanmark";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Syddanmark";"Bus";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Syddanmark";"Motorcykel";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Syddanmark";"Knallert 45";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Syddanmark";"Knallert";1;0;0
"Mænd";"0-17 år";"Dræbte";"Region Syddanmark";"Cykel";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Syddanmark";"Fodgænger";1;0;0
"Mænd";"0-17 år";"Dræbte";"Region Syddanmark";"Andre";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Midtjylland";"Almindelig personbil";1;1;2
"Mænd";"0-17 år";"Dræbte";"Region Midtjylland";"Taxi";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Midtjylland";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Midtjylland";"Varebil 0-3.500 kg.";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Midtjylland";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Midtjylland";"Bus";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Midtjylland";"Motorcykel";1;0;0
"Mænd";"0-17 år";"Dræbte";"Region Midtjylland";"Knallert 45";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Midtjylland";"Knallert";1;0;0
"Mænd";"0-17 år";"Dræbte";"Region Midtjylland";"Cykel";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Midtjylland";"Fodgænger";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Midtjylland";"Andre";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Nordjylland";"Almindelig personbil";1;0;0
"Mænd";"0-17 år";"Dræbte";"Region Nordjylland";"Taxi";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Nordjylland";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Nordjylland";"Varebil 0-3.500 kg.";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Nordjylland";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Nordjylland";"Bus";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Nordjylland";"Motorcykel";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Nordjylland";"Knallert 45";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Nordjylland";"Knallert";1;0;0
"Mænd";"0-17 år";"Dræbte";"Region Nordjylland";"Cykel";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Nordjylland";"Fodgænger";0;0;0
"Mænd";"0-17 år";"Dræbte";"Region Nordjylland";"Andre";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Hovedstaden";"Almindelig personbil";6;2;2
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Hovedstaden";"Taxi";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Hovedstaden";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Hovedstaden";"Varebil 0-3.500 kg.";0;1;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Hovedstaden";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Hovedstaden";"Bus";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Hovedstaden";"Motorcykel";1;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Hovedstaden";"Knallert 45";0;1;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Hovedstaden";"Knallert";6;7;2
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Hovedstaden";"Cykel";11;8;12
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Hovedstaden";"Fodgænger";3;7;12
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Hovedstaden";"Andre";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Sjælland";"Almindelig personbil";2;4;2
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Sjælland";"Taxi";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Sjælland";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Sjælland";"Varebil 0-3.500 kg.";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Sjælland";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Sjælland";"Bus";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Sjælland";"Motorcykel";1;1;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Sjælland";"Knallert 45";2;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Sjælland";"Knallert";15;8;6
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Sjælland";"Cykel";5;3;4
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Sjælland";"Fodgænger";4;2;7
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Sjælland";"Andre";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Syddanmark";"Almindelig personbil";5;1;4
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Syddanmark";"Taxi";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Syddanmark";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Syddanmark";"Varebil 0-3.500 kg.";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Syddanmark";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Syddanmark";"Bus";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Syddanmark";"Motorcykel";0;2;1
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Syddanmark";"Knallert 45";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Syddanmark";"Knallert";15;10;9
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Syddanmark";"Cykel";5;5;3
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Syddanmark";"Fodgænger";4;4;3
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Syddanmark";"Andre";3;1;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Midtjylland";"Almindelig personbil";6;5;6
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Midtjylland";"Taxi";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Midtjylland";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Midtjylland";"Varebil 0-3.500 kg.";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Midtjylland";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Midtjylland";"Bus";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Midtjylland";"Motorcykel";0;3;2
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Midtjylland";"Knallert 45";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Midtjylland";"Knallert";10;16;12
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Midtjylland";"Cykel";9;14;6
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Midtjylland";"Fodgænger";4;6;3
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Midtjylland";"Andre";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Nordjylland";"Almindelig personbil";1;2;2
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Nordjylland";"Taxi";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Nordjylland";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Nordjylland";"Varebil 0-3.500 kg.";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Nordjylland";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Nordjylland";"Bus";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Nordjylland";"Motorcykel";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Nordjylland";"Knallert 45";0;0;0
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Nordjylland";"Knallert";5;7;10
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Nordjylland";"Cykel";3;2;2
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Nordjylland";"Fodgænger";3;0;3
"Mænd";"0-17 år";"Alvorligt tilskadekomne";"Region Nordjylland";"Andre";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Hovedstaden";"Almindelig personbil";1;5;2
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Hovedstaden";"Taxi";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Hovedstaden";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Hovedstaden";"Varebil 0-3.500 kg.";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Hovedstaden";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Hovedstaden";"Bus";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Hovedstaden";"Motorcykel";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Hovedstaden";"Knallert 45";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Hovedstaden";"Knallert";2;1;1
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Hovedstaden";"Cykel";4;3;6
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Hovedstaden";"Fodgænger";6;3;5
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Hovedstaden";"Andre";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Sjælland";"Almindelig personbil";1;2;5
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Sjælland";"Taxi";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Sjælland";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Sjælland";"Varebil 0-3.500 kg.";2;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Sjælland";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Sjælland";"Bus";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Sjælland";"Motorcykel";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Sjælland";"Knallert 45";1;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Sjælland";"Knallert";2;4;3
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Sjælland";"Cykel";2;2;3
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Sjælland";"Fodgænger";0;1;1
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Sjælland";"Andre";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Syddanmark";"Almindelig personbil";4;1;4
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Syddanmark";"Taxi";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Syddanmark";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Syddanmark";"Varebil 0-3.500 kg.";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Syddanmark";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Syddanmark";"Bus";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Syddanmark";"Motorcykel";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Syddanmark";"Knallert 45";0;0;1
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Syddanmark";"Knallert";2;1;5
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Syddanmark";"Cykel";1;5;3
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Syddanmark";"Fodgænger";0;1;5
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Syddanmark";"Andre";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Midtjylland";"Almindelig personbil";5;5;4
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Midtjylland";"Taxi";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Midtjylland";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Midtjylland";"Varebil 0-3.500 kg.";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Midtjylland";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Midtjylland";"Bus";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Midtjylland";"Motorcykel";1;1;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Midtjylland";"Knallert 45";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Midtjylland";"Knallert";3;3;3
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Midtjylland";"Cykel";4;7;5
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Midtjylland";"Fodgænger";4;0;3
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Midtjylland";"Andre";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Nordjylland";"Almindelig personbil";3;4;10
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Nordjylland";"Taxi";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Nordjylland";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Nordjylland";"Varebil 0-3.500 kg.";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Nordjylland";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Nordjylland";"Bus";0;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Nordjylland";"Motorcykel";0;0;1
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Nordjylland";"Knallert 45";1;0;0
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Nordjylland";"Knallert";3;3;2
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Nordjylland";"Cykel";5;0;3
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Nordjylland";"Fodgænger";1;1;4
"Mænd";"0-17 år";"Lettere tilskadekomne";"Region Nordjylland";"Andre";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Hovedstaden";"Almindelig personbil";30;28;27
"Mænd";"18-24 år";"Personskade i alt";"Region Hovedstaden";"Taxi";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Hovedstaden";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Hovedstaden";"Varebil 0-3.500 kg.";0;1;2
"Mænd";"18-24 år";"Personskade i alt";"Region Hovedstaden";"Lastbil over 3.500 kg.";1;2;1
"Mænd";"18-24 år";"Personskade i alt";"Region Hovedstaden";"Bus";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Hovedstaden";"Motorcykel";14;6;10
"Mænd";"18-24 år";"Personskade i alt";"Region Hovedstaden";"Knallert 45";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Hovedstaden";"Knallert";1;4;4
"Mænd";"18-24 år";"Personskade i alt";"Region Hovedstaden";"Cykel";18;26;26
"Mænd";"18-24 år";"Personskade i alt";"Region Hovedstaden";"Fodgænger";14;11;8
"Mænd";"18-24 år";"Personskade i alt";"Region Hovedstaden";"Andre";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Sjælland";"Almindelig personbil";26;20;20
"Mænd";"18-24 år";"Personskade i alt";"Region Sjælland";"Taxi";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Sjælland";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Sjælland";"Varebil 0-3.500 kg.";2;2;2
"Mænd";"18-24 år";"Personskade i alt";"Region Sjælland";"Lastbil over 3.500 kg.";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Sjælland";"Bus";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Sjælland";"Motorcykel";6;4;6
"Mænd";"18-24 år";"Personskade i alt";"Region Sjælland";"Knallert 45";2;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Sjælland";"Knallert";7;3;1
"Mænd";"18-24 år";"Personskade i alt";"Region Sjælland";"Cykel";4;8;4
"Mænd";"18-24 år";"Personskade i alt";"Region Sjælland";"Fodgænger";1;1;1
"Mænd";"18-24 år";"Personskade i alt";"Region Sjælland";"Andre";0;1;0
"Mænd";"18-24 år";"Personskade i alt";"Region Syddanmark";"Almindelig personbil";43;27;22
"Mænd";"18-24 år";"Personskade i alt";"Region Syddanmark";"Taxi";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Syddanmark";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Syddanmark";"Varebil 0-3.500 kg.";2;2;1
"Mænd";"18-24 år";"Personskade i alt";"Region Syddanmark";"Lastbil over 3.500 kg.";0;1;1
"Mænd";"18-24 år";"Personskade i alt";"Region Syddanmark";"Bus";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Syddanmark";"Motorcykel";5;4;6
"Mænd";"18-24 år";"Personskade i alt";"Region Syddanmark";"Knallert 45";0;1;1
"Mænd";"18-24 år";"Personskade i alt";"Region Syddanmark";"Knallert";6;2;2
"Mænd";"18-24 år";"Personskade i alt";"Region Syddanmark";"Cykel";4;6;9
"Mænd";"18-24 år";"Personskade i alt";"Region Syddanmark";"Fodgænger";4;4;1
"Mænd";"18-24 år";"Personskade i alt";"Region Syddanmark";"Andre";2;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Midtjylland";"Almindelig personbil";58;37;41
"Mænd";"18-24 år";"Personskade i alt";"Region Midtjylland";"Taxi";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Midtjylland";"Køretøj 0-3.500 kg under udrykning";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Midtjylland";"Varebil 0-3.500 kg.";1;3;2
"Mænd";"18-24 år";"Personskade i alt";"Region Midtjylland";"Lastbil over 3.500 kg.";0;1;0
"Mænd";"18-24 år";"Personskade i alt";"Region Midtjylland";"Bus";0;0;0
"Mænd";"18-24 år";"Personskade i alt";"Region Midtjylland";"Motorcykel";12;4;7
